X,Study_ID,Article_DOI,Firstauthor_Year,Journal_Title,Publication_Year,Study_Country,Study_Design,Species_tree,Species,Movement_category,Response_measured,Response_description,Subgroup_description,B_data_collection_season,A_data_collection_season,C_data_collection_season,I_data_collection_season,Tracking_method,Minimum_tracking_period..days.,Mean_tracking_period..days.,Mean_fixes,Minimum_fixes,Impact_fire_type,Impact_fire_season,Impact_fire_characteristics,Impact_fire_size_ha,Maximum_treatment_burn_age_days,Data_source,Mean_Fire,Upper_Fire,Lower_Fire,Mean_Unburned,Upper_Unburned,Lower_Unburned,CI_Type,Comments,Burned_n,Unburned_n,ReptTraits.Max_body_mass_g,AvoNet.Mean_mass_g,BodyMass.g,Phy.body_mass_g,BodyMassComments,biome_no,biome_name,lon,lat,veg_str,climate_zone,code,name,Climate,veg_climate
8,14,10.1139/Z06-186,Dalerum2007,Canadian Journal of Zoology,2007,Canada,BA,Rangifer_tarandus_caribou,Rangifer tarandus caribou,Home range,Home range size,Mean annual home range size 95% fixed kernel,Largely female in the East Side Athabasca River Region,Annual (November - October),Annual (November - October),NA,NA,VHF,NA,NA,12.6,Not provided,Wildfire,Not provided,Not provided,140000,2190,"Figure 2, pg. 29",29469,36592,22346,26676,33380,19972,SE,Data extracted from figure 2 using Webplot digitizer.,134,72,NA,NA,86034,NA,From Rangifer tarandus in Phylacine,6,Boreal forests/taiga,-112.086063122983,55.554111592245,closed,27,Dfc,"Cold, no dry season, cold summer",Cold,closed_Cold
97,164,NA,Michaud2017,Masters Thesis,2017,United States of America,CI,Regulus_calendula,Regulus calendula,Home range,"Home range size, 90% kernel density","Home range size, 90% kernel density",After second year males,NA,NA,Winter/Spring,Winter/Spring,Visual,NA,NA,Not provided,12,Planned,"Multiple planned burns over past 15 years, with some management units burnt mutiple times.",,663,5475,"Demographics section of Results, pg. 40 paragraph 1",5.43,6.5,4.36,3.22,3.54,2.9,SE,Web plot ditigiser used to extract mean and SEMs.,11,7,NA,6.2,6.2,NA,,5,Temperate coniferous forests,-87.13333333,30.35,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
98,166,NA,Michaud2017,Masters Thesis,2017,United States of America,CI,Regulus_calendula,Regulus calendula,Other space use - Proportion,Mean proportion of time spent foraging,Mean proportion of time spent foraging,After second year males,NA,NA,Winter/Spring,Winter/Spring,Visual,NA,NA,Not provided,12,Planned,Not provided,Not provided,Not provided,5475,"Demographics section of Results, pg. 40 paragraph 1 and Table 11, pg. 77",0.949,0.9673,0.9307,0.9419,0.9569,0.9269,SD,,11,5,NA,6.2,6.2,NA,,5,Temperate coniferous forests,-87.13333333,30.35,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
49,68,10.4404/hystrix–11447,Gwinn2016,Hystrix,2016,United States of America,CI,Sciurus_aberti,Sciurus aberti,Home range,Home range size,Home range size 95% fixed kernel,Not provided,NA,NA,Spring/Summer,Spring/Summer,VHF,NA,NA,Not provided,25,Wildfire,Summer,Low to moderate burn severity,Not provided,425,,5.07,6.89,3.25,8.4,11.07,5.73,SE,,6,6,NA,NA,624,624,,3,Tropical and subtropical coniferous forests,-109.867890449592,32.7019121393174,closed,7,BSk,"Arid, steppe, cold",Arid,closed_Arid
65,107,10.1644/10-MAMM-A-133.1,Pasch2011,Journal of Mammalogy,2011,United States of America,CI,Sciurus_nayaritensis,Sciurus nayaritensis,Home range,Core Area,Core area siz,Adults,NA,NA,All seasons,All seasons,VHF,NA,NA,Not provided,30,Planned,Not provided,Mutliple prescribed burns (33) occuring from 1980-2001.,260,8395,"Results section, paragraph 3, pg. 230",2.9,3.9,1.9,6.6,7.8,5.4,SE,,12,8,NA,NA,697,697,,13,Deserts and xeric shrublands,-109.28333333,35.28583333,open,5,BWk,"Arid, desert, cold",Arid,open_Arid
66,108,10.1644/10-MAMM-A-133.1,Pasch2011,Journal of Mammalogy,2011,United States of America,CI,Sciurus_nayaritensis,Sciurus nayaritensis,Linear Distance,Mean daily distance travelled,Mean daily distance travelled,Adults,NA,NA,All seasons,All seasons,VHF,NA,NA,Not provided,30,Planned,Not provided,Mutliple prescribed burns (33) occuring from 1980-2001.,260,8395,"Results section, paragraph 3, pg. 230",212.3,251.1,173.5,335.7,377.5,293.9,SE,,12,8,NA,NA,697,697,,13,Deserts and xeric shrublands,-109.28333333,35.28583333,open,5,BWk,"Arid, desert, cold",Arid,open_Arid
22,31,10.1093/forestscience/56.1.131,Hurteau2010,Forest Science,2010,United States of America,CI,Sialia_mexicana,Sialia mexicana,Home range,Home range size,Home range size 90% fixed kernel,Males,NA,NA,Summer,Summer,VHF,NA,NA,Not provided,30,Planned,Autumn,Not provided,Not provided,1460,"Figure 4, pg. 136",3.27,3.6,2.94,2.26,2.63,1.89,SE,"Sample size assumed as 7 from total sample size of 28 across the four treatment groups. In all other plots, where the sample size is not equal, sample sizes are provided. Means and SE extracted from Figure 4 using Webplot digitiser. SEM calculated by subtracting the mean value extraxted from the plot from the SE +1 value extracted from the plot.",7,7,NA,26.4,26.4,NA,,5,Temperate coniferous forests,-111.74972,35.22306,closed,18,Dsb,"Cold, dry summer, warm summer",Cold,closed_Cold
2,2,10.1644/13-MAMM-A-187,Kelt2014,Journal of Mammalogy,2014,United States of America,BA,Sylvilagus_bachmani,Sylvilagus bachmani,Home range,Home range size,"Mean home range size, estimated using fixed kernel methods.","Males and females, 11 of each",Spring/Summer,Summer/Autumn,NA,NA,VHF,180,NA,Not provided,Unclear,Wildfire,Summer,Not provided,588,90,"Paragraph 2 of results, pg 519",1.92,3.25,0.59,1.49,2.3,0.68,SE,"Authors provide total number of fixes used in home range analysis across all seasons and all individuals, but don't specify for the 90 days pre and post fire. Individual location via estimation via handheld and triangulation",22,22,NA,NA,643.3,643.3,,8,"Temperate grasslands, savannas, and shrublands",-121.21306,37.615,open,7,BSk,"Arid, steppe, cold",Arid,open_Arid
31,47,10.1894/MRD-01.1,Leonard2010,Southwestern Naturalist,2010,United States of America,CI,Tamiasciurus_hudsonicus_grahamensis,Tamiasciurus hudsonicus grahamensis,Home range,Home range size,Home range size 95% fixed kernel,Males and females,NA,NA,Summer/Autumn,Summer/Autumn,VHF,NA,NA,Not provided,Not provided,Both,Summer,"Planned: Low intensity, back burns to fight wildfire. Wildfire: mosaic of unburned, lightly and severly burned",16.4,122,"Table 1, pg. 221",1.48,1.8,1.16,2.01,2.4,1.62,SE,,8,22,NA,NA,201.2,NA,From Tamiasciurus hudsonicus in Phylacine,13,Deserts and xeric shrublands,-110.004801366045,32.7937416092493,open,7,BSk,"Arid, steppe, cold",Arid,open_Arid
32,48,10.1894/MRD-01.1,Leonard2010,Southwestern Naturalist,2010,United States of America,CI,Tamiasciurus_hudsonicus_grahamensis,Tamiasciurus hudsonicus grahamensis,Home range,Home range size,Home range size 95% fixed kernel,Males and females,NA,NA,Spring/Summer,Spring/Summer,VHF,NA,NA,Not provided,Not provided,Both,Summer,"Low intensity, back burns to fight wildfire",16.4,365,"Table 1, pg. 221",0.62,0.87,0.37,3.21,3.76,2.66,SE,,5,15,NA,NA,201.2,NA,From Tamiasciurus hudsonicus in Phylacine,13,Deserts and xeric shrublands,-110.004801366045,32.7937416092493,open,7,BSk,"Arid, steppe, cold",Arid,open_Arid
33,51,10.1894/MRD-01.1,Leonard2010,Southwestern Naturalist,2010,United States of America,BACI,Tamiasciurus_hudsonicus_grahamensis,Tamiasciurus hudsonicus grahamensis,Linear Distance,Distance,Distance (m) between middens and nesta,Males and females,Spring/Summer,Summer,Summer,Summer,VHF,NA,NA,Not provided,Not provided,Both,Summer,"Low intensity, back burns to fight wildfire",16.4,30,"Figure 2, pg. 222",-5.1,24.6,-34.8,12.9,88.57,-62.77,SD,"BACI data converted to CI by subtracting before from after, and using SD from the before groups, per Morris 2008. Sample sizes also taken from before for each goup",8,8,NA,NA,201.2,NA,From Tamiasciurus hudsonicus in Phylacine,13,Deserts and xeric shrublands,-110.004801366045,32.7937416092493,open,7,BSk,"Arid, steppe, cold",Arid,open_Arid
34,52,10.1894/MRD-01.1,Leonard2010,Southwestern Naturalist,2010,United States of America,CI,Tamiasciurus_hudsonicus_grahamensis,Tamiasciurus hudsonicus grahamensis,Linear Distance,Distance,Distance (m) between middens and nesta,Males and females,NA,NA,Autumn,Autumn,VHF,NA,NA,Not provided,Not provided,Both,Summer,"Low intensity, back burns to fight wildfire",16.4,122,"Figure 2, pg. 222",8,10.6,5.4,56.2,68.7,43.7,SE,,5,25,NA,NA,201.2,NA,From Tamiasciurus hudsonicus in Phylacine,13,Deserts and xeric shrublands,-110.004801366045,32.7937416092493,open,7,BSk,"Arid, steppe, cold",Arid,open_Arid
35,53,10.1894/MRD-01.1,Leonard2010,Southwestern Naturalist,2010,United States of America,CI,Tamiasciurus_hudsonicus_grahamensis,Tamiasciurus hudsonicus grahamensis,Linear Distance,Distance,Distance (m) between middens and nesta,Males and females,NA,NA,Summer,Summer,VHF,NA,NA,Not provided,Not provided,Both,Summer,"Low intensity, back burns to fight wildfire",16.4,356,"Figure 2, pg. 222",54.5,84.7,24.3,55.8,66.9,44.7,SE,,5,15,NA,NA,201.2,NA,From Tamiasciurus hudsonicus in Phylacine,13,Deserts and xeric shrublands,-110.004801366045,32.7937416092493,open,7,BSk,"Arid, steppe, cold",Arid,open_Arid
18,25,:10.1111/jzo.12732,Roe2020,Journal of Zoology,2020,United States of America,CI,Terrapene_carolina_carolina,Terrapene carolina,Home range,Home range size,Home range size 95% kernel density,Females,NA,NA,All seasons,All seasons,VHF,365,NA,26,Not provided,Planned,Not provided,"Prescribed fire used since 1974 as management tool. Typically low intensity, mean size 5.2 ha (+- SE 3.2 ha), and mean burn frequency 5.9 years between 2000 to 2016",Not provided,Not provided,Table 1. pg. 75,18.4,21.5,15.3,32.8,41.1,24.5,SE,"Control and impact sites are aproximately 90km apart (euclidean). Impact site (Weymouth Woods) described as xeric uplands  ""forest mosaic of mixed pine and hardwood forests"" (pg. 72). Lumber River (control) ""riverine bottomland swamp forest"" with upland mixed pine and hardwood forests (pg. 72). Mean fixes calculated by reviewers using mean locations per year values provided in Home Range section of results (para 1, pg. 74).",14,14,1093,NA,1093,NA,,5,Temperate coniferous forests,-79.17889,34.77389,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
19,26,:10.1111/jzo.12732,Roe2020,Journal of Zoology,2020,United States of America,CI,Terrapene_carolina_carolina,Terrapene carolina,Home range,Home range size,Home range size 95% kernel density,Males,NA,NA,All seasons,All seasons,VHF,365,NA,26,Not provided,Planned,Not provided,"Prescribed fire used since 1974 as management tool. Typically low intensity, mean size 5.2 ha (+- SE 3.2 ha), and mean burn frequency 5.9 years between 2000 to 2017",Not provided,Not provided,Table 1. pg. 76,9.9,11.7,8.1,17.2,22.2,12.2,SE,"Control and impact sites are aproximately 90km apart (euclidean). Impact site (Weymouth Woods) described as xeric uplands  ""forest mosaic of mixed pine and hardwood forests"" (pg. 72). Lumber River (control) ""riverine bottomland swamp forest"" with upland mixed pine and hardwood forests (pg. 72).",14,15,1093,NA,1093,NA,,5,Temperate coniferous forests,-79.17889,34.77389,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
57,87,10.1002/jwmg.21920,Harris2020,Journal of Wildlife Management,2020,United States of America,CI,Terrapene_carolina_carolina,Terrapene carolina carolina,Home range,Home range size,Home range size 95% kernel density,adults,NA,NA,All seasons,All seasons,VHF,NA,NA,Not provided,40,Both,"Spring, Summer & Autumn","17 planned burns, one wildfire. Varing intensity (indicated by pyrometer tile temperature 62C to >184C)",600,730,"Means and SEM Table 3, pg. 1390. Sample size from Spatial Ecology section of results, para 2, pg. 1390",7.1,9.3,4.9,8.9,13.1,4.7,SE,"Animals tracked throughout the year, however tracking frequenct reduced to ~1 location/month December - April. Treatment and control groups spread across three sites which "" varied in predominant vegetation types, topography, management, burn history, and burn regimes."" pg. 1385",34,66,1093,NA,1093,NA,,4,Temperate broadleaf and mixed forests,-84.4,35.8,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
58,88,10.1002/jwmg.21920,Harris2020,Journal of Wildlife Management,2020,United States of America,BA,Terrapene_carolina_carolina,Terrapene carolina carolina,Home range,Home range size,Home range size 95% kernel density,adults,All seasons,All seasons,NA,NA,VHF,NA,NA,Not provided,40,Both,"Spring, Summer & Autumn","18 planned burns, one wildfire. Varing intensity (indicated by pyrometer tile temperature 62C to >184C)",600,730,"Spatial Ecology section of results, para 2, pg. 1390",4.4,6.1,2.7,5.1,7.1,3.1,SE,"Animals tracked throughout the year, however tracking frequenct reduced to ~1 location/month December - April. Treatment and control groups spread across three sites which "" varied in predominant vegetation types, topography, management, burn history, and burn regimes."" pg. 1385",19,19,1093,NA,1093,NA,,4,Temperate broadleaf and mixed forests,-84.4,35.8,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
59,89,10.1002/jwmg.21920,Harris2020,Journal of Wildlife Management,2020,United States of America,CI,Terrapene_carolina_carolina,Terrapene carolina carolina,Tortuosity - Opposite Direction,Sinuosity,"Opposite direction of effect to straightness index and tortuosity. Mean sinuosity index, where 1 = straight, <1 = less straight",adults,NA,NA,All seasons,All seasons,VHF,NA,NA,Not provided,40,Both,"Spring, Summer & Autumn","19 planned burns, one wildfire. Varing intensity (indicated by pyrometer tile temperature 62C to >184C)",600,730,"Spatial Ecology section of results, para 2, pg. 1390",0.15,0.17,0.13,0.19,0.21,0.17,SE,"Animals tracked throughout the year, however tracking frequenct reduced to ~1 location/month December - April. Treatment and control groups spread across three sites which "" varied in predominant vegetation types, topography, management, burn history, and burn regimes."" pg. 1385",34,66,1093,NA,1093,NA,,4,Temperate broadleaf and mixed forests,-84.4,35.8,closed,14,Cfa,"Temperate, no dry season, hot summer",Temperate,closed_Temperate
96,154,10.1071/WF15204,Berry2016,International Journal of Wildland Fire,2016,Australia,CI,Trichosurus_cunninghami,Trichosurus cunninghami,Home range,Home range size,"Home range size, measured as 99% isopleth of VHF fixes",Adult males and females,NA,NA,Summer/Autumn,Summer/Autumn,VHF,14,14,Not provided,Not provided,Wildfire,Not provided,"Burned at varing severity, used animals in high severity landscape class for in this comparison. High severity  class had ~7% crown burned, ~50% crown sorched, 9% understorey burn with limited crown scorch and 8% unburned.",74000,1825,"Sample sizes from Appendix 1, Means and CI from Fig. 2, pg. 1295",11.07,26.23,-4.09,29.58,44.77,14.39,CI,Used high severity class for impact group and low severity as the control group (authors present low severity as unburnt in home range analysis),6,6,NA,NA,3270,3270,,4,Temperate broadleaf and mixed forests,145.858569414686,-37.593159972496,closed,15,Cfb,"Temperate, no dry season, warm summer",Temperate,closed_Temperate
60,93,10.1002/ece3.8416,Huysman2021,Ecology and Evolution,2021,United States of America,BA,Tyto_furcata,Tyto furcata,Linear Distance,Distance between centroid and fire scar,Distance between centroid and fire scar,Females,Winter,Winter,NA,NA,GPS,14,NA,851,114,Wildfire,Autumn,Not provided,60000,417,"Results section, para 4, pg. 18221 and 18222",1692,2036,1348,2864,3225,2503,SE,Before and after groups include owls with home ranges unimpacted and impacted by fire. Authors also analysed data of just owls with home ranges impacted by fire (too few repliactes for inclusion) and found little difference B: 1180 m (+-121 m) A: 1051m (+-211 m),15,17,NA,NA,403.3,NA,From Tyto alba in AvoNet,12,"Mediterranean forests, woodlands, and scrub or sclerophyll forests",-122.357905761575,38.4338219777332,closed,8,Csa,"Temperate, dry summer, hot summer",Temperate,closed_Temperate
61,94,10.1002/ece3.8416,Huysman2021,Ecology and Evolution,2021,United States of America,BA,Tyto_furcata,Tyto furcata,Linear Distance,Distance between centroid and fire scar,Distance between centroid and fire scar,Females,Winter,Winter,NA,NA,GPS,14,NA,851,114,Wildfire,Autumn,Not provided,60000,417,"Results section, para 4, pg. 18221 and 18222",619,883,355,223,333,113,SE,Before and after groups include owls with home ranges unimpacted and impacted by fire. Authors also analysed data of just owls with home ranges impacted by fire (too few repliactes for inclusion) and found little difference B: 1180 m (+-121 m) A: 1051m (+-211 m),15,17,NA,NA,403.3,NA,From Tyto alba in AvoNet,12,"Mediterranean forests, woodlands, and scrub or sclerophyll forests",-122.357905761575,38.4338219777332,closed,8,Csa,"Temperate, dry summer, hot summer",Temperate,closed_Temperate
23,33,10.1002/jwmg.22182,Crabb2022,Journal of Wildlife Management,2022,United States of America,BA,Ursus_americanus,Ursus americanus,Home range,Home range size,Home range size autocorrelated kernel density,Males,All seasons,All seasons,NA,NA,GPS,730,NA,465.5,31,Wildfire,Summer,"""Immense size and burn severity"" and  >370 km2 (18% of burn perimeter) high severity burn. 45% low severity, 18% medium severity, and 20% as unburned or low severity  pg. 2 & 5",217000,730,"Final paragraph of results, pg. 12",151000,289800,12200,207600,295400,119900,CI,Mean number of fixes calculated by reviewers by averaging the mean values of fixes for male bears before and after the fire (results section pg. 10),5,21,NA,NA,99949.4,99949.4,,5,Temperate coniferous forests,-109.331211122318,33.8746737258059,closed,18,Dsb,"Cold, dry summer, warm summer",Cold,closed_Cold
83,138,10.2193/0091-7648(2004)032[0928:EOWOBB]2.0.CO;2,Cunningham2004,Wildlife Society Bulletin,2004,United States of America,CI,Ursus_americanus,Ursus americanus,Home range,annual home range size,"Annual home range size, minimum convex polygon",Adult males,NA,NA,All seasons,All seasons,VHF,NA,NA,Not provided,18,Wildfire,Spring,"high vegetation mortality, catastrophic. limited vegetation >40 cm, no leaves on trees and shrubs, charred branches and trunks",23700,60989,"Figure 2, pg. 933 and Fig 3, pg. 934",6590,7929,5251,5164,5776,4552,SD,Data extracted from 1997 home range of Mt Ord (control) and Four Peaks (impact) using web plot digitiser,8,5,NA,NA,99949.4,99949.4,,5,Temperate coniferous forests,-111.378516892211,33.7801908636571,closed,7,BSk,"Arid, steppe, cold",Arid,closed_Arid
112,187,10.1002/jwmg.22182,Crabb2022,Journal of Wildlife Management,2022,United States of America,"Estimated by reviewer, as the approximate mid point of the inset map provided in Figure 1",Ursus_americanus,Ursus americanus,Home range,Home range size,Home range size autocorrelated kernel density,Females,All seasons,All seasons,NA,NA,GPS,1 years,Not provided,508,14,Wildfire,Summer,"""Immense size and burn severity"" and  >370 km2 (18% of burn perimeter) high severity burn. 45% low severity, 18% medium severity, and 20% as unburned or low severity  pg. 2 & 5",217000,730,"Final paragraph of results, pg. 12",18900,0,443000,163700,59700,267600,CI,Mean number of fixes calculated by reviewers by averaging the mean values of fixes for female bears before and after the fire (results section pg. 10),12,17,NA,NA,99949.4,99949.4,,5,Temperate coniferous forests,-109.331211122318,33.8746737258059,closed,18,Dsb,"Cold, dry summer, warm summer",Cold,closed_Cold
